Date,Currency_with_non_Bank,Kwacha_Demand_Deposits,Narrow_Money_M1,Narrow Money_Percentage_change_ Monthly,Narrow Money_Percentage_change_Annual,Time_and_Savings_Deposits,Forex_Demand_Deposits,Broad_Money_M2,Broad_Money_M2_Percentage_change_Monthly,,Other _Forex _Deposits,Broad_Money_M3,Broad_Money_M3_Percentage_change_Monthly,
1-Jan-03,410876,832018,1242929,-6.425326081,28.91113917,867897,1479772,3590598,2.145175042,29.49168528,92380,3682978,2.130103381,31.41442239
2-Feb-03,406217,832582,1238907,-0.323590487,30.61350786,873358,1481086,3593351,0.076672465,32.68385893,94921,3688272,0.143742374,34.97205062
6-Mar-03,412249,829468,1241863,0.238597409,35.19499755,887398,1439600,3568861,-0.681536538,33.85653722,92214,3661075,-0.737391385,36.03493613
7-Apr-03,433505.1896,903678.7514,1337273.941,7.682887801,42.52697692,857271.4697,1406097.2,3600642.611,0.890525314,35.98817484,87516.4,3688159.011,0.739783004,36.04113879
9-May-03,480518.1984,878198.6906,1358772.889,1.60766971,39.81006833,904014.4524,1416963.9,3679751.241,2.197069783,26.74165422,84724.7,3764475.941,2.069241879,26.42991425
10-Jun-03,481404.5587,934544.505,1416031.064,4.213962104,35.48571487,903536.0436,1477240.7,3796807.807,3.181099974,25.20416372,87200.1,3884007.907,3.17526178,24.69360721
12-Jul-03,513605.7034,877325,1391012.703,-1.76679459,27.04780731,911078,1428218.5,3730309.203,-1.751434552,22.3145059,108925,3839234.203,-1.152770665,22.69265901
13-Aug-03,530306,928140,1458497,4.85469212,30.06531691,954229,1408734,3821460,2.444699429,17.40437521,83450,3904910,1.711787538,16.91787123
14-Sep-03,528643,911180,1439856,-2.854671572,27.52069991,1007550,1524157,3971563,3.301431735,27.09751947,81291,4052854,3.176331469,25.71559702
16-Oct-03,539263,991088,1530412,6.289240035,22.93808802,986002,1448590,3965004,-0.165149086,17.74590904,94287,4059291,0.173730601,17.59465343
17-Nov-03,550386,982500,1532956,0.166229747,27.96579467,1032859,1428850,3994665,0.748069863,16.89703215,102298,4096963,0.928043838,16.47408137
19-Dec-03,592451,1103099,1695572,10.6080018,27.65218046,1153237,1491550,4340359,8.653892129,23.47434321,79473,4419832,7.880691136,22.56328957
1-Jan-04,558801,1124002,1682911,-0.746709665,35.39880395,1154169.926,1593564.7,4430645.626,2.082661826,23.39877647,85233,4515878.626,2.175535179,22.61486834
2-Feb-04,557383,1109943,1667434,-0.919656476,34.58911767,1155362.954,1601517.9,4424314.854,-0.142887644,23.12804956,96422,4520736.854,0.107573383,22.57059278
5-Mar-04,564016,1131125,1695195,1.664893483,36.50418766,1143398.658,1633534.1,4472127.758,1.079440189,25.31118472,145837,4617964.758,2.149465421,26.13833369
6-Apr-04,607054,1255130,1862260,9.855208398,39.25792936,1150780.974,1646978.9,4660019.874,4.201841517,29.42400854,173091,4833110.874,4.659313875,31.0460581
8-May-04,629397,1268153,1897654,1.900593902,39.65939528,1163480.818,1651260.5,4712395.318,1.12452619,28.06572213,218191,4930586.318,2.017385216,30.97947966
9-Jun-04,701501,1296193,1997849,5.27994039,41.08793594,1213219.432,1831210,5042278.432,7.001251989,32.80719636,204139,5246417.432,6.406444857,35.08141913
11-Jul-04,785430,1309161,2094717,4.848614685,50.5940061,1185960.77,1808484.1,5089161.87,0.929194115,36.4323006,266570,5355731.87,2.082978737,39.50485184
12-Aug-04,769033,1302336,2071511,-1.107834614,39.76232098,1192427.048,1858846,5122784.048,0.660956896,33.24869591,276451,5399235.048,0.812549549,37.45570679
13-Sep-04,734396,1274950,2009555,-2.990860295,39.56638719,1246001.239,1840065.3,5095621.539,-0.528916482,28.3079231,282256,5377877.539,-0.394323271,32.71848165
15-Oct-04,733238,1294260,2027653.45,0.900597396,32.49066265,1309156.921,1754531,5091341.371,-0.085049933,28.41086667,307158,5398499.371,0.382440891,32.99499839
16-Nov-04,705466,1303039,2008575,-2.79722418,28.57087875,1280365.362,1887954.5,5176894.862,0.941096688,28.65297496,292303,5469197.862,0.612382095,32.5752359
18-Dec-04,729579,1311818,2041472.45,1.637850217,20.40022187,1335858.731,2084041,5461372.181,5.495134183,25.82766037,337461,5798833.181,6.027123675,31.20030764
1-Jan-05,693913.3331,1306997.466,2001041.799,-1.980465157,18.90360212,1319894.972,1983449,5304385.771,-2.874486569,19.72037982,328358,5632743.771,-2.864186719,24.73195669
1-Feb-05,666498,1351932,2018483,0.871606008,21.05324709,1294311,1877510,5190304,-2.150706534,17.31316987,341017,5531321,-1.800592668,22.3544121
1-Mar-05,666224.6615,1295121.786,1961375.447,-2.829231301,15.70205476,1352894.488,1821850,5136119.935,-1.043947805,14.84734366,332423,5468542.935,-1.134956093,18.41889711
1-Apr-05,720155.3615,1364737.729,2084966.09,6.301223111,11.95891498,1311315.027,1778149,5174430.117,0.745897337,11.03879935,349556.7137,5523986.831,1.013869621,14.29464325
1-May-05,735587.3254,1382785.846,2118507.172,1.608711133,11.63822128,1362224.605,1887560,5368291.777,3.746531603,13.91853642,313676,5681967.777,2.859908084,15.23919085
1-Jun-05,812519.5097,1409920.121,2222567.63,4.911971031,11.24802877,1453816.538,1889168,5565552.168,3.674546752,10.37772393,307420,5872972.168,3.361588778,11.94252542
1-Jul-05,876029.47,1463864.901,2340190.371,5.292200732,11.718689,1514027.517,1881568,5735785.887,3.058703148,12.70590391,268558,6004343.887,2.236886462,12.11061406
1-Aug-05,844020.1667,1453461.342,2297595.508,-1.820145187,10.91399024,1542217.124,1726988,5566800.632,-2.946156959,8.667485884,326829,5893629.632,-1.843902634,9.156752389
1-Sep-05,838307.8308,1460579.011,2298971.842,0.059903209,14.40203636,1545529.806,1799518,5644019.648,1.387134565,10.76214363,394981.8042,6039001.452,2.466592388,12.29339843
1-Oct-05,804066.0118,1392742.367,2196895.379,-4.440091927,8.346689056,1487913.995,1873489,5558298.374,-1.518798295,9.171590912,376301.1197,5934599.493,-1.728795057,9.930539681
1-Nov-05,767010.0045,1452997.562,2220095.567,1.056044284,10.5308772,1486356.642,1604670,5311122.209,-4.446975469,2.592815773,326082,5637204.209,-5.011210702,3.071864482
1-Dec-05,823120,1456988,2280283,2.711028941,11.69795605,1579650,1667550,5527483,4.073730239,1.210516636,283197,5810680,3.077337365,0.204296596
1-Jan-06,739409,1649963.839,2389486.839,4.789047618,19.41214018,1602480,1578539,5570505.839,0.778344116,5.016981773,302143,5872648.839,1.066464488,4.259115576
1-Feb-06,731451,1617503.248,2349081.248,-1.69097358,16.37855001,1675317.948,1490450,5514849.195,-0.999130872,6.25291303,275709,5790558.195,-1.397846965,4.68671399
1-Mar-06,742700.24,1482501.388,2225483.628,-5.261530229,13.46545766,1726264.804,1510594.887,5462343.318,-0.952081835,6.35155305,316962,5779305.318,-0.19433148,5.682727302
1-Apr-06,758941,1491548.169,2250601.169,1.12863294,7.944257682,1777771.236,1350571.438,5378943.843,-1.526807633,3.952391302,282258.6283,5661202.471,-2.043547449,2.483996517
1-May-06,787574.1244,1528297.053,2315974.177,2.904690934,9.321044928,1816807.523,1560956,5693737.7,5.85233582,6.062373974,297419,5991156.7,5.828341781,5.441581784
1-Jun-06,864493.2404,1577641.803,2442344.043,5.456445393,9.888401595,1839092.952,1609745,5891181.995,3.467744834,5.850809003,368360,6259541.995,4.479690791,6.58218388
1-Jul-06,923143.1574,1687566.875,2610855.032,6.899559838,11.56592492,1886729.943,1750185,6247769.975,6.052910612,8.926136682,410926,6658695.975,6.376728209,10.8979782
1-Aug-06,970141.9619,1906169.301,2876412.263,10.17127447,25.19228266,1921355.133,1863123.5,6660890.896,6.612294021,19.65384313,441009,7101899.896,6.656016766,20.50129274
1-Sep-06,1075338.153,2047851.225,3123550.377,8.591887794,35.86727426,2008880.022,2222566,7354996.4,10.42061061,30.31486172,317034,7672030.4,8.027858912,27.04137365
1-Oct-06,1010646.267,1953356,2964595.267,-5.088924167,34.94476324,1884585.323,2115866,6965046.591,-5.301835484,25.30897268,200755,7165801.591,-6.598368132,20.74616996
1-Nov-06,1011826.426,2074928,3086852.426,4.123907226,39.04142111,2180091.731,2247264.5,7514208.657,7.884542609,41.48062051,232556,7746764.657,8.107440024,37.42210447
1-Dec-06,1071150.65,2392588.496,3464170.146,12.22338058,51.91843056,2299108.099,2453207,8216485.244,9.345981988,48.64786096,210387,8426872.244,8.779246792,45.02385684
1-Jan-07,1013003.152,2069552.719,3082757.871,-11.01020615,29.0133857,2213649.562,2274504,7570911.434,-7.85705556,35.91066328,353055.0669,7923966.501,-5.967881431,34.93002422
1-Feb-07,969942.675,2071462.611,3041533.286,-1.337263179,29.47756867,2095300.966,2282419.5,7419253.752,-2.003162804,34.53230522,392803.1877,7812056.94,-1.412292202,34.91025694
1-Mar-07,963221.9312,1998074.446,2961612.377,-2.627651929,33.0772485,2220563.908,2265018,7447194.286,0.376594932,36.33698675,304765.49,7751959.776,-0.769287328,34.13307222
1-Apr-07,1011359.768,2002785,3014359.768,1.781036261,33.93575945,2116794,2284013.5,7415167.268,-0.430054816,37.85545052,426393,7841560.268,1.155843101,38.51404022
1-May-07,1070259.104,2046024.561,3116647.665,3.393353973,34.57177958,2361326.318,2523120.5,8001094.483,7.901739685,40.52446572,345405,8346499.483,6.439269705,39.31365678
1-Jun-07,1168100.098,2014225.256,3182803.354,2.122655388,30.31756779,2330293.522,2586368.5,8099465.377,1.229467971,37.48455544,433354,8532819.377,2.232311814,36.31699225
1-Jul-07,1179181.46,2269410.141,3449104.601,8.366877159,32.10632375,2431778.68,2891736.5,8772619.781,8.311096765,40.41201606,331808,9104427.781,6.698939467,36.72989148
1-Aug-07,1286753.533,2254837.392,3542074.925,2.695491558,23.14211596,2410892.64,3033705,8986672.565,2.440009811,34.9169759,518475,9505147.565,4.401372529,33.83950357
1-Sep-07,1251497.351,2226198,3478506.351,-1.794670504,11.3638626,2504371.052,2989716,8972593.402,-0.156667136,21.99317192,546380,9518973.402,0.145456316,24.07371851
1-Oct-07,1218689.576,2317329.945,3536602.521,1.670147021,19.29461535,2564642.45,2773738,8874982.971,-1.087873113,27.42173158,518356.8,9393339.771,-1.319823324,31.0856804
1-Nov-07,1203625.893,2470496.66,3674809.552,3.907904007,19.04714076,2684385.949,2874908.5,9234104.002,4.046441913,22.88857581,542453.3338,9776557.336,4.079673192,26.20181158
1-Dec-07,1305005.185,2867535.546,4173143.73,13.56081643,20.46589961,2628579.799,3300851,10102574.53,9.40503299,22.95494033,564178.01,10666752.54,9.105405649,26.58020948
1-Jan-08,1189750.538,2672774.462,3863016.999,-7.431489332,25.31042528,2669818.929,3430661,9963496.928,-1.376655044,31.60234425,702341,10665837.93,-0.008574417,34.6022592
1-Feb-08,1168229.971,2496841.174,3665475.146,-5.113667716,20.51405662,2828816.402,3194371,9688662.548,-2.758412847,30.58810053,594257,10282919.55,-3.590138739,31.62883512
1-Mar-08,1177557.422,2607323.783,3785285.205,3.268609237,27.81163511,2867673.072,3196157,9849115.277,1.656087496,32.25269679,409585,10258700.28,-0.23552913,32.33686157
1-Apr-08,1216743.233,2612777.267,3829854.499,1.177435563,27.05366294,2900902.464,2965532,9696288.963,-1.55167556,30.76291623,502356,10198644.96,-0.585408609,30.05887367
1-May-08,1296988.786,3117694.384,4415129.171,15.28190357,41.66276222,2937783.188,2961503,10314415.36,6.374875978,28.91255542,471901,10786316.36,5.762249769,29.23161837
1-Jun-08,1359406.344,3037269.305,4397197.65,-0.406138078,38.15486413,2965225.358,3092040,10454463.01,1.357785628,29.07596393,355699,10810162.01,0.22107315,26.68921644
1-Jul-08,1498075.907,2957477.775,4455991.682,1.33707959,29.19270934,3205151.16,3157843,10818985.84,3.486767652,23.32673833,519228,11338213.84,4.884772624,24.53516151
1-Aug-08,1520131.288,2967845.513,4488579.801,0.731332577,26.72176328,3179102.369,3057335,10725017.17,-0.868553429,19.34358454,635458,11360475.17,0.196338927,19.51918781
1-Sep-08,1469773.704,3180632.024,4650900.728,3.61630926,33.70395966,3028723.705,2867121.241,10546745.67,-1.662202436,17.5440054,618477,11165222.67,-1.718700087,17.29439932
1-Oct-08,1623074.781,3379735.334,5003423.114,7.579658373,41.4754156,3426869.047,3674606.691,12104898.85,14.77378167,36.39348821,636700,12741598.85,14.11862733,35.64503321
1-Nov-08,1582962.681,3318668.16,4902089.841,-2.025278922,33.39711271,3571812.099,3483341.163,11957243.1,-1.219801597,29.49001983,802591,12759834.1,0.143115874,30.51459389
1-Dec-08,1617058.539,3484355.804,5101804.343,4.074068597,22.25326213,3570969.271,3541643.54,12214417.16,2.150780492,20.90400441,777707.8488,12992125,1.820485274,21.80019135
1-Jan-09,1484845.5,3159006.125,4644716.625,-8.959334533,20.23546948,3627918.85,3977643.968,12250279.44,0.293606217,22.95160557,778410.2229,13028689.67,0.281437118,22.15345624
1-Feb-09,1465678.433,3312232.015,4778359.448,2.877308426,30.36125625,3477298.66,4034843.924,12290502.03,0.328340178,26.85447523,906652.0222,13197154.05,1.293026336,28.3405359
1-Mar-09,1471391.296,3003153.487,4475073.783,-6.347066772,18.22289578,3476706.555,4023445,11975225.34,-2.565205986,21.58681263,1006782,12982007.34,-1.630250849,26.54631666
1-Apr-09,1532870.77,2877531.158,4410952.928,-1.432844644,15.17285915,3560960.941,3905826.572,11877740.44,-0.814054806,22.49779773,986793.5388,12864533.98,-0.904893639,26.1396394
1-May-09,1572080.008,3061424.68,4633976.687,5.056135554,4.956763627,3408095.868,3611931.711,11654004.27,-1.8836594,12.98754085,926466.271,12580470.54,-2.208112961,16.63361355
1-Jun-09,1586813.703,2989649.964,4577466.667,-1.219471401,4.099634166,3430827.361,4107327.17,12115621.2,3.961015642,15.88946452,925070.271,13040691.47,3.658217159,20.63363583
1-Jul-09,1752832.59,3182160.076,4935824.666,7.82874077,10.76826481,3595441.473,4059271.147,12590537.29,3.919865766,16.37446864,850260.2275,13440797.51,3.068135191,18.54422311
1-Aug-09,1712720.004,3309506.335,5023586.339,1.778054915,11.9192832,3792524.078,3842454.492,12658564.91,0.540307545,18.02838829,743581.7557,13402146.66,-0.287563657,17.97170862
1-Sep-09,1653047.279,3356634.148,5010380.427,-0.262878186,7.729249015,3817579.002,3988214,12816173.43,1.245074149,21.51780109,711675,13527848.43,0.937922608,21.16057892
1-Oct-09,1673168.883,3191088.575,4864925.459,-2.903072336,-2.76805804,3916764.163,4244026,13025715.62,1.634982499,7.60697615,720146,13745861.62,1.611588079,7.881764136
1-Nov-09,1568964.755,3358997.954,4929557.708,1.328535251,0.560329746,3997894.582,4067002.862,12994455.15,-0.239990418,8.674341065,855727.8607,13850183.01,0.758929445,8.545165248
1-Dec-09,1591995.517,3428070.346,5021564.863,1.866438337,-1.57276671,4009596.609,4144710.183,13175871.66,1.396107041,7.871472604,853981.8605,14029853.52,1.297242809,7.987365512
1-Jan-10,1508703.784,3494080.26,5003564.044,-0.358470317,7.725927059,4020010.152,3316364.065,12339938.26,-6.344425753,0.731892019,795825.8623,13135764.12,-6.372763562,0.821835961
1-Feb-10,1515946.379,3677002.097,5194019.476,3.80639542,8.698802023,4182473.719,3563697.424,12940190.62,4.864306008,5.286102917,771224.9526,13711415.57,4.382321752,3.896760731
1-Mar-10,1570955.328,3780944.177,5352831.505,3.057594013,19.61437429,4162146.444,3728779.372,13243757.32,2.345921408,10.59296962,740691.9526,13984449.27,1.991287483,7.721779142
1-Apr-10,1621411.671,3779182.554,5401064.225,0.901069278,22.44665298,4201540.398,4316251.709,13918856.33,5.097488537,17.18437864,766730.8572,14685587.19,5.013697016,14.15560962
1-May-10,1746244.527,4266424.25,6013434.777,11.33796094,29.76834332,4280890.709,4091875.488,14386200.97,3.357636797,23.44427413,594197.3493,14980398.32,2.007486185,19.07661385
1-Jun-10,1874539.091,5547847.571,7423069.662,23.44142636,62.16545532,4380871.017,3614869.862,15418810.54,7.177777993,27.26388758,647626.6616,16066437.2,7.249732994,23.20234123
1-Jul-10,1944084.182,4716949.821,6661750.003,-10.25612979,34.96731456,4470043.011,4686081.948,15817874.96,2.588166056,25.63304172,619137.6472,16437012.61,2.306518873,22.2919443
1-Aug-10,1946090.028,4816685.886,6763486.914,1.527179959,34.63463067,4583975.132,4738094.219,16085556.27,1.69227095,27.07251083,665749.0606,16751305.33,1.912103639,24.98971802
1-Sep-10,1900355.346,4576140.744,6477236.09,-4.232296564,29.2763331,4847319.599,5339772.733,16664328.42,3.598086051,30.02577184,682766.2615,17347094.68,3.556674215,28.23247373
1-Oct-10,2169055.988,4170033.722,6340008.711,-2.118610119,30.32077809,4831267.519,4833419.265,16004695.49,-3.958352896,22.8699901,894925.2519,16899620.75,-2.579532449,22.94333533
1-Nov-10,2102083.095,4744199.183,6847348.277,8.002190366,38.90390746,4602118.823,5083494.334,16532961.43,3.300693473,27.2308938,1066288.557,17599249.99,4.139910917,27.06871797
1-Dec-10,2229498.086,4853644.262,7084210.347,3.459179536,41.0757511,4686702.376,5173789.834,16944702.56,2.490425714,28.60403471,973834.6616,17918537.22,1.814209287,27.71720816
1-Jan-11,1968501.971,5641740.879,7611256.85,7.439735367,52.11670689,4675370.7,5616465.248,17903092.8,5.655987397,45.08251516,1056909.492,18960002.29,5.812221495,44.33878466
1-Feb-11,1912271.795,4622488.342,6535542.138,-14.13320735,25.82821777,5083989.715,5365699.522,16985231.37,-5.126831626,31.25951444,1054645.942,18039877.32,-4.852979231,31.56830688
1-Mar-11,1887127.958,4480176.558,6368269.516,-2.559429929,18.97010975,5170515.374,5140955.004,16679739.89,-1.798571201,25.94416743,708294.1715,17388034.07,-3.613346363,24.33835417
1-Apr-11,1964701.361,4519529.25,6485016.612,1.833262478,20.06923713,4980059.164,5522468.579,16987544.35,1.845379251,22.04698395,928660.7796,17916205.13,3.037554822,21.9985616
1-May-11,2092139.794,5013691.568,7106428.362,9.582269222,18.17586164,5180422.764,5771678.855,18058529.98,6.304534695,25.52674618,803845.3974,18862375.38,5.281086248,25.91371051
1-Jun-11,2397757.952,5155502.238,7553957.19,6.297521135,1.763253397,5141602.494,5985218.703,18680778.39,3.445731229,21.15576839,1660950.458,20341728.85,7.842880007,26.61007907
1-Jul-11,2461039.879,5090212.165,7551811.045,-0.02841088,13.36076918,5331398.213,6220695.604,19103904.86,2.265036628,20.77415523,1523109.994,20627014.86,1.402466875,25.4912638
1-Aug-11,2566211.363,5495585.533,8063075.895,6.770095911,19.21477779,5392639.426,6393706.154,19849421.48,3.902430525,23.39903668,1657689.061,21507110.54,4.266713764,28.39065445
1-Sep-11,2945855.744,5370838.167,8317512.91,3.155582537,28.41145196,5638831.018,5687372.169,19643716.1,-1.03632934,17.87883436,1555178.035,21198894.13,-1.43309072,22.20429138
1-Oct-11,2861785.299,5643006.286,8505488.585,2.259998598,34.15578706,5659065.928,5768014.975,19932569.49,1.470462058,24.54201016,1556649.118,21489218.61,1.36952651,27.15799324
1-Nov-11,2772036.593,5357742.917,8130761.51,-4.405708995,18.74321534,5741076.12,6083962.68,19955800.31,0.11654704,20.70312018,1548522.206,21504322.51,0.07028598,22.18885763
1-Dec-11,2790336.926,5554543.468,8345829.394,2.645113672,17.80888744,5998682.8,5972309.733,20316821.93,1.809106187,19.9007292,1488920.138,21805742.07,1.401669595,21.69376216
1-Jan-12,2414874.983,5690900.386,8106642.369,-2.865946732,6.508590222,5863817.465,5868875.438,19839335.27,-2.350203474,10.8151284,1548522.206,21387857.48,-1.916397001,12.80514185
1-Feb-12,2275531.484,5679386.975,7955802.458,-1.860695267,21.7313314,6049891.368,6137369.193,20143063.02,1.530937115,18.59163161,1664897.003,21807960.02,1.96421051,20.88751846
1-Mar-12,2323852.081,5705476.352,8030516.433,0.939112997,26.10201897,6305053.123,6437229.158,20772798.71,3.126315469,24.5391046,1488531.395,22261330.11,2.078920204,28.02672243
1-Apr-12,2330124.542,5095632.878,7426980.42,-7.51553176,14.52523355,6364171.645,7042974.962,20834127.03,0.295233747,22.64354749,1506907.112,22341034.14,0.358038038,24.69735624
1-May-12,2390910.417,5309934.406,7701971.823,3.702600344,8.380348469,6420074.171,6822999,20945044.99,0.53238596,15.98421918,1479695,22424739.99,0.374673143,18.88608695
1-Jun-12,2592528.342,6152377.148,8745745.49,13.55203175,15.77700627,6396073.724,6106576,21248395.21,1.448314963,13.74469935,1757012,23005407.21,2.589404474,13.09465084
1-Jul-12,2701330.585,6591315.555,9293438.14,6.262389529,23.06237649,6480696.343,5665215.028,21439349.51,0.898676322,12.22495959,1236903.993,22676253.5,-1.43076672,9.934732017
1-Aug-12,2794288.526,7638466.962,10433766.49,12.27025275,29.4018142,6817093.662,4724819.436,21975679.59,2.501615433,10.71193996,1207901.564,23183581.15,2.237263961,7.794959771
1-Sep-12,2775438.083,7389702.406,10166151.49,-2.564893509,22.22585764,6873167.026,4398387,21437705.52,-2.448042936,9.132637681,1289544,22727249.52,-1.968339718,7.209599586
1-Oct-12,2989145.364,7727203.077,10717152.44,5.419956137,26.00278436,7284030.4,4986431.778,22987614.62,7.229827383,15.32690069,1392340.975,24379955.59,7.271914174,13.45203397
1-Nov-12,3039716.317,7851355.406,10892070.72,1.632133934,33.96126192,8030903.165,4781343,23704316.89,3.117775724,18.78409545,1127053,24831369.89,1.851579635,15.47152843
1-Dec-12,3015345.271,8236879.461,11252720.73,3.311124382,34.83046682,10146633.96,5014508.804,26413863.5,11.43060407,30.00981941,1141295.06,27555158.56,10.9691438,26.36652527
1-Jan-13,2700470.348,8394268.601,11095394.95,-1.398113281,36.8679466,8293429.334,4661594.074,24050418.36,-8.947744962,21.22592832,1187425.574,25237843.93,-8.409730694,18.00080469
1-Feb-13,2581894.997,8723129.007,11305795,1.896282702,42.10753803,9020400.232,5938278.656,26264473.89,9.205891985,30.38967245,1301250.587,27565724.48,9.223769493,26.40212313
1-Mar-13,2783925.202,8278798.29,11063753.69,-2.140860613,37.77138474,8307931.27,5177356.566,24549041.53,-6.531379126,18.1787869,1261565.809,25810607.34,-6.367027085,15.94368894
1-Apr-13,2686196.3,8148060.447,10835625.92,-2.061938237,45.89544217,8634127.838,5735488.386,25205242.15,2.673019314,20.98055328,1303255.559,26508497.71,2.703889772,18.65385256
1-May-13,2786314.874,8223692.63,11011566.5,1.623723277,42.97074512,8826143.583,5602087.928,25439798.02,0.930583667,21.45974393,1221139.945,26660937.96,0.575061832,18.89073393
1-Jun-13,3086328.199,8442824.381,11530688.58,4.714334475,31.84340424,8937400.451,4792430,25260519.03,-0.70471858,18.88200863,2536762,27797281.03,4.262202152,20.82933709
1-Jul-13,3167301.439,8218929.665,11387610.1,-1.240849364,22.53387749,9367935.839,5487858,26243403.94,3.890992544,22.40765015,2420518,28663921.94,3.11771828,26.40501633
1-Aug-13,3306900.837,7876531.212,11185108.05,-1.778266502,7.201057841,9716898.39,5900792,26802798.44,2.131562263,21.96573186,2447254,29250052.44,2.044837047,26.16710183
1-Sep-13,3202876.281,8957571.217,12162517.41,8.738488374,19.63738124,9617980.833,5727234.993,27507733.24,2.630079108,28.31472669,1444960.97,28952694.21,-1.016607505,27.39198463
1-Oct-13,3354327.561,9144279.406,12500146.97,2.775984117,16.63683087,9872779.494,5647721,28020647.46,1.864618272,21.89454158,1557903,29578550.46,2.161651161,21.32323353
1-Nov-13,3425436.263,9149805.838,12576597.1,0.611593883,15.46562101,9978724.809,5416340.281,27971662.19,-0.174818483,18.0023973,1496629.286,29468291.48,-0.372766695,18.6736439
1-Dec-13,3443179.94,9636038.73,13080361.51,4.005570106,16.24176789,10369452.23,6090370.636,29540184.38,5.607540169,11.83590915,1503175.445,31043359.83,5.344959866,12.65897732
1-Jan-14,3159086.899,10102264.21,13261351.1,1.383674217,19.52121727,10417320.17,6468163.072,30146834.35,2.053643116,25.34848209,1494045.65,31640880,1.924792198,25.37077289
1-Feb-14,3130293.406,10412090.27,13542383.68,2.119185086,19.78267494,10668651.58,6563709.544,30774744.8,2.08284044,17.17251573,1584106.176,32358850.98,2.269124574,17.38799393
1-Mar-14,3236787.121,10509019.27,13745806.39,1.502118922,24.24179686,10781842.08,7325452.162,31853100.63,3.504028482,29.75292983,1577636.593,33430737.22,3.312497842,29.52324905
1-Apr-14,3376593.959,10277291.29,13653885.25,-0.668721291,26.00919733,10784962.95,8152042.126,32590890.33,2.316225704,29.30203225,1793797.282,34384687.61,2.853512881,29.71194367
1-May-14,3515408.743,9111427.662,12626836.4,-7.522026365,14.66884752,10576128.17,9783625.298,32986589.87,1.214141538,29.66529785,1971641.11,34958230.98,1.668019706,31.12153455
1-Jun-14,3675782.195,8586367.269,12262149.46,-2.88818932,6.343601065,10436571.34,7598314.885,30297035.69,-8.153477492,19.93829442,2388693.518,32685729.21,-6.50062005,17.58606595
1-Jul-14,3782289.038,8215454.738,11997743.78,-2.156275198,5.357872866,10834319.2,7357763.725,30189826.71,-0.353859642,15.03777014,2314641.617,32504468.32,-0.554556645,13.39853767
